Date,Amount,Category,Description,Payment Method
2025-04-20,3017.76,Shopping,Amazon order,Credit Card
2024-10-29,4102.05,Health,Gym membership,UPI
2024-10-04,77.9,Food,Dinner at KFC,Debit Card
2024-08-07,407.11,Others,Pet food,UPI
2024-10-20,4176.34,Health,Health insurance,UPI
2024-08-02,2271.56,Transport,Bus fare,UPI
2024-05-13,696.24,Others,Pet food,Credit Card
2024-12-12,4203.25,Shopping,Amazon order,Cash
2025-01-23,176.43,Entertainment,Movie ticket,UPI
2024-07-05,2051.84,Others,Stationery,Credit Card
2025-04-09,4296.35,Food,Lunch at Subway,UPI
2024-11-25,2648.89,Shopping,Gift shopping,Credit Card
2024-06-08,2820.36,Utilities,Mobile bill,Net Banking
2024-08-26,2053.02,Entertainment,Game purchase,UPI
2024-06-10,2324.64,Food,Groceries from Walmart,Credit Card
2025-01-26,825.06,Travel,Travel insurance,Cash
2024-07-23,1827.73,Education,Learning app subscription,UPI
2025-03-10,4428.93,Utilities,Electricity bill,Net Banking
2024-11-08,2561.7,Shopping,Mobile accessories,Net Banking
2024-05-22,3604.24,Utilities,Gas bill,Net Banking
2025-03-26,2623.14,Utilities,Gas bill,Credit Card
2024-12-29,3458.92,Utilities,Internet recharge,Credit Card
2025-04-05,1181.83,Education,Exam registration,UPI
2024-08-01,4637.73,Entertainment,Spotify subscription,Debit Card
2024-12-12,2651.08,Food,Coffee at Starbucks,Cash
2025-01-24,4840.92,Entertainment,Concert ticket,Net Banking
2025-02-21,2297.54,Entertainment,Netflix subscription,Debit Card
2024-08-19,2088.98,Transport,Gas refill,Credit Card
2024-12-22,2669.22,Travel,Flight booking,UPI
2025-03-06,1809.31,Shopping,New clothes,Credit Card
2024-10-05,567.52,Transport,Bus fare,Credit Card
2024-06-15,390.73,Education,Online course,UPI
2024-06-14,2350.56,Travel,Train reservation,Credit Card
2024-05-22,652.38,Health,Doctor visit,Net Banking
2025-02-07,2742.96,Education,Exam registration,UPI
2024-10-11,4188.17,Health,Gym membership,Credit Card
2024-10-10,812.55,Entertainment,Concert ticket,Debit Card
2024-09-16,2231.52,Food,Dinner at KFC,Credit Card
2025-04-07,2084.88,Entertainment,Game purchase,Net Banking
2024-08-31,1978.1,Health,Gym membership,Credit Card
2024-08-03,4285.39,Others,Laundry,Debit Card
2024-06-30,4427.23,Entertainment,Concert ticket,Debit Card
2025-04-17,4439.75,Transport,Uber ride,Debit Card
2024-12-29,4327.75,Others,Random expense,Credit Card
2025-03-17,2435.38,Education,Learning app subscription,UPI
2024-11-20,1891.53,Shopping,Mobile accessories,Credit Card
2024-10-20,3636.29,Shopping,Amazon order,Cash
2025-03-11,3565.68,Food,Lunch at Subway,Cash
2024-06-09,2640.32,Shopping,Mobile accessories,Credit Card
2024-12-07,3504.45,Health,Health insurance,Debit Card
2024-10-05,4825.93,Travel,Flight booking,UPI
2024-07-07,1885.34,Others,Laundry,Debit Card
2025-01-27,2354.03,Travel,Travel insurance,Credit Card
2024-07-01,956.03,Utilities,Mobile bill,Credit Card
2024-09-22,3068.71,Entertainment,Concert ticket,Credit Card
2024-07-30,118.84,Shopping,Amazon order,Cash
2025-03-26,134.06,Utilities,Water bill,Cash
2025-01-15,4114.29,Shopping,Mobile accessories,Credit Card
2025-02-15,512.02,Shopping,Gift shopping,Credit Card
2025-03-27,3375.72,Food,Lunch at Subway,UPI
2024-09-03,2182.57,Transport,Train ticket,Credit Card
2025-02-20,1669.51,Utilities,Gas bill,Credit Card
2024-07-04,4750.57,Travel,Hotel stay,Credit Card
2025-01-26,1441.49,Others,Random expense,Debit Card
2024-11-10,1062.02,Travel,Travel insurance,Cash
2025-05-07,2261.11,Food,Snacks from 7-Eleven,Debit Card
2025-03-09,131.63,Education,Learning app subscription,UPI
2024-11-16,1848.21,Food,Dinner at KFC,Cash
2024-06-05,2550.85,Transport,Car maintenance,Debit Card
2025-02-04,3351.2,Entertainment,Game purchase,Cash
2025-01-24,4322.95,Health,Pharmacy purchase,UPI
2025-01-11,1648.72,Health,Medical test,Credit Card
2024-09-03,4247.04,Transport,Uber ride,Debit Card
2024-10-17,1641.49,Education,Exam registration,Net Banking
2024-05-19,2628.3,Education,Online course,Debit Card
2024-09-05,855.38,Transport,Gas refill,UPI
2025-02-11,1877.27,Shopping,Bought shoes,Credit Card
2025-04-12,4314.74,Travel,Hotel stay,Cash
2024-08-16,853.4,Travel,Hotel stay,Credit Card
2025-04-29,4560.46,Transport,Car maintenance,Cash
2025-02-08,2739.37,Transport,Car maintenance,UPI
2024-10-02,2833.0,Transport,Uber ride,Credit Card
2024-12-19,4299.88,Shopping,Gift shopping,Net Banking
2024-12-15,842.73,Shopping,New clothes,Debit Card
2024-11-21,985.75,Shopping,Gift shopping,Credit Card
2025-03-15,4535.46,Others,Random expense,Cash
2025-03-12,4393.69,Education,Online course,Debit Card
2024-08-17,3931.32,Transport,Bus fare,Credit Card
2024-12-15,4972.23,Travel,Train reservation,Net Banking
2025-02-05,2900.81,Others,Pet food,Debit Card
2024-10-01,1619.3,Food,Dinner at KFC,Cash
2024-08-16,1639.96,Education,Tuition fee,Cash
2024-12-22,981.63,Utilities,Gas bill,Credit Card
2024-11-17,2553.86,Transport,Train ticket,Net Banking
2024-05-13,3854.9,Shopping,Mobile accessories,Credit Card
2025-03-23,3652.78,Shopping,Mobile accessories,Credit Card
2024-07-10,4644.44,Food,Coffee at Starbucks,Net Banking
2024-10-17,3009.28,Utilities,Gas bill,Net Banking
2025-05-06,258.69,Education,Exam registration,Credit Card
2025-01-28,4884.8,Shopping,Gift shopping,UPI
2024-09-07,1789.48,Transport,Gas refill,Credit Card
2024-05-29,2473.93,Health,Doctor visit,UPI
2024-08-16,2609.95,Transport,Uber ride,UPI
2024-08-01,3988.22,Travel,Hotel stay,Debit Card
2024-05-14,3815.87,Utilities,Mobile bill,UPI
2024-09-05,1104.41,Health,Health insurance,Debit Card
2025-04-02,100.73,Health,Health insurance,Debit Card
2024-05-18,3784.9,Utilities,Water bill,Cash
2024-08-23,1183.31,Shopping,Mobile accessories,UPI
2024-06-19,571.0,Utilities,Mobile bill,Net Banking
2024-08-06,729.34,Health,Doctor visit,Cash
2025-05-03,1635.17,Travel,Train reservation,Cash
2024-07-31,1367.76,Travel,Train reservation,Debit Card
2025-03-21,2134.99,Transport,Gas refill,Cash
2024-08-25,4913.98,Others,Stationery,Cash
2025-02-15,2237.63,Health,Gym membership,Net Banking
2024-07-10,4114.12,Education,Exam registration,Cash
2024-09-15,3672.7,Others,Charity donation,UPI
2025-01-29,3778.7,Shopping,New clothes,Debit Card
2024-10-19,1491.15,Education,Exam registration,Cash
2024-10-24,1878.09,Travel,Hotel stay,Debit Card
2024-05-19,4344.03,Transport,Bus fare,Credit Card
2024-10-28,1897.34,Food,Lunch at Subway,Credit Card
2024-06-30,1577.18,Food,Dinner at KFC,Debit Card
2025-04-03,1746.32,Health,Doctor visit,Debit Card
2024-11-05,2418.6,Food,Dinner at KFC,UPI
2024-11-19,4350.86,Travel,Hotel stay,Debit Card
2025-01-27,1568.07,Shopping,Bought shoes,Credit Card
2024-10-27,460.3,Shopping,Bought shoes,UPI
2024-10-19,60.45,Shopping,Mobile accessories,Debit Card
2024-12-21,4302.38,Transport,Car maintenance,UPI
2024-08-17,4656.95,Entertainment,Concert ticket,Credit Card
2025-04-10,1656.44,Transport,Gas refill,Debit Card
2025-01-13,695.1,Utilities,Electricity bill,Net Banking
2025-03-23,1931.64,Travel,Hotel stay,UPI
2024-06-21,1150.92,Education,Learning app subscription,UPI
2025-02-22,3800.49,Food,Lunch at Subway,Net Banking
2024-08-02,1097.93,Travel,Flight booking,Cash
2024-12-22,2105.7,Transport,Bus fare,Debit Card
2024-07-31,3419.22,Shopping,Amazon order,UPI
2024-09-26,3066.35,Education,Tuition fee,Cash
2025-03-18,1669.6,Utilities,Internet recharge,Cash
2024-06-05,3021.02,Entertainment,Game purchase,Net Banking
2024-06-21,4931.06,Utilities,Water bill,UPI
2024-10-13,2696.81,Shopping,Gift shopping,Cash
2024-08-21,2560.96,Shopping,New clothes,Net Banking
2025-02-19,1841.78,Entertainment,Netflix subscription,Net Banking
2025-03-07,3679.93,Entertainment,Movie ticket,UPI
2024-06-05,1058.07,Education,Exam registration,Credit Card
2024-11-21,3457.74,Health,Medical test,Net Banking
2025-03-03,1955.43,Transport,Uber ride,Debit Card
2025-02-04,123.39,Health,Pharmacy purchase,Cash
2024-11-18,3057.9,Travel,Train reservation,Debit Card
2024-11-28,72.28,Shopping,Gift shopping,Cash
2024-09-15,1733.76,Entertainment,Netflix subscription,Credit Card
2024-05-25,2950.66,Food,Groceries from Walmart,Cash
2024-12-14,4749.6,Others,Pet food,UPI
2025-01-05,3910.51,Others,Stationery,Debit Card
2024-12-20,3039.79,Utilities,Internet recharge,Cash
2024-12-05,1456.51,Education,Online course,UPI
2024-07-13,2013.24,Travel,Train reservation,Net Banking
2024-06-01,1877.22,Entertainment,Movie ticket,Net Banking
2024-10-01,3832.17,Travel,Hotel stay,Cash
2024-05-29,1123.86,Health,Pharmacy purchase,Cash
2024-07-03,3223.86,Entertainment,Concert ticket,Credit Card
2024-09-15,741.57,Education,Learning app subscription,Credit Card
2024-08-22,2115.04,Food,Groceries from Walmart,Cash
2024-09-13,4966.66,Entertainment,Netflix subscription,Credit Card
2024-06-02,3331.37,Utilities,Gas bill,Cash
2025-03-27,1531.75,Others,Pet food,Credit Card
2025-04-25,2455.99,Travel,Travel insurance,Debit Card
2025-02-21,842.26,Entertainment,Spotify subscription,Debit Card
2025-02-24,2884.11,Education,Exam registration,UPI
2024-09-05,551.7,Utilities,Water bill,UPI
2025-04-01,4837.55,Education,Learning app subscription,Net Banking
2025-02-28,1941.31,Transport,Train ticket,Cash
2025-05-10,2481.93,Others,Charity donation,Net Banking
2024-08-01,3857.96,Health,Doctor visit,UPI
2024-05-24,3016.64,Shopping,Mobile accessories,Credit Card
2024-12-21,147.87,Shopping,Bought shoes,Credit Card
2025-02-19,1666.84,Travel,Train reservation,Cash
2024-07-28,1945.15,Travel,Hotel stay,Net Banking
2024-09-22,3758.74,Food,Coffee at Starbucks,UPI
2025-01-08,2164.43,Utilities,Internet recharge,Cash
2024-11-25,1756.52,Education,Learning app subscription,Credit Card
2025-02-06,4099.92,Health,Medical test,Net Banking
2024-11-23,4372.26,Health,Medical test,Credit Card
2024-06-10,3478.35,Transport,Bus fare,Credit Card
2024-12-03,1827.59,Health,Health insurance,Debit Card
2024-05-15,892.58,Education,Tuition fee,Debit Card
2025-03-10,411.19,Others,Pet food,UPI
2024-09-26,3746.2,Transport,Car maintenance,Credit Card
2024-11-03,4472.91,Others,Random expense,Debit Card
2024-12-07,2376.35,Others,Pet food,UPI
2024-11-20,4689.26,Entertainment,Netflix subscription,Net Banking
2024-07-03,967.11,Education,Book purchase,Cash
2025-02-25,2250.92,Entertainment,Concert ticket,Credit Card
2024-12-20,834.37,Transport,Car maintenance,UPI
2024-08-03,4523.49,Travel,Hotel stay,Net Banking
2024-09-16,1901.37,Food,Snacks from 7-Eleven,UPI
2025-01-27,3100.6,Travel,Hotel stay,Cash
2024-10-19,2642.52,Utilities,Water bill,Net Banking
2024-07-26,4047.39,Utilities,Mobile bill,Debit Card
2024-10-31,1706.31,Shopping,Bought shoes,Cash
2025-05-03,2221.63,Utilities,Internet recharge,UPI
2025-03-20,2062.7,Travel,Travel insurance,UPI
2024-10-21,3736.73,Utilities,Electricity bill,Cash
2024-05-12,4764.31,Food,Dinner at KFC,UPI
2024-06-06,1435.27,Transport,Train ticket,UPI
2024-08-27,2611.05,Utilities,Electricity bill,Cash
2025-02-08,50.16,Education,Learning app subscription,Debit Card
2024-11-01,2474.87,Shopping,Amazon order,Cash
2024-09-07,4189.27,Entertainment,Concert ticket,Net Banking
2025-04-29,396.43,Education,Tuition fee,Credit Card
2025-03-15,4070.49,Education,Online course,Cash
2024-11-30,2692.88,Entertainment,Movie ticket,Cash
2024-07-17,3339.42,Others,Pet food,Cash
2024-09-11,1483.2,Food,Lunch at Subway,Net Banking
2025-03-02,762.07,Entertainment,Movie ticket,Net Banking
2024-07-01,4192.23,Education,Online course,Credit Card
2024-06-30,4582.51,Shopping,New clothes,Credit Card
2024-11-14,3003.14,Education,Book purchase,Net Banking
2024-11-29,67.11,Travel,Cab from airport,Cash
2024-05-17,4048.33,Transport,Uber ride,Credit Card
2025-03-07,998.22,Entertainment,Spotify subscription,Net Banking
2024-09-28,4846.65,Others,Charity donation,Net Banking
2025-04-12,1812.19,Utilities,Electricity bill,UPI
2025-02-23,1839.66,Shopping,Mobile accessories,Cash
2025-03-20,544.95,Food,Lunch at Subway,Net Banking
2024-08-24,1368.54,Others,Laundry,Credit Card
2024-12-04,4981.48,Utilities,Water bill,Net Banking
2025-03-11,694.63,Health,Medical test,Credit Card
2024-09-19,1986.07,Shopping,Amazon order,Net Banking
2024-07-28,1760.87,Travel,Train reservation,Net Banking
2024-08-14,541.89,Shopping,Bought shoes,Debit Card
2024-10-04,1921.31,Food,Lunch at Subway,UPI
2024-12-26,1543.17,Transport,Car maintenance,Debit Card
2025-05-08,1963.76,Utilities,Internet recharge,Credit Card
2024-10-16,4810.75,Shopping,Amazon order,Credit Card
2024-10-10,4601.86,Education,Learning app subscription,Credit Card
2024-06-16,2873.88,Others,Stationery,Credit Card
2024-11-05,970.18,Travel,Flight booking,Credit Card
2024-11-14,3550.02,Transport,Uber ride,Net Banking
2024-08-18,1965.75,Shopping,Mobile accessories,Cash
2024-12-11,2094.8,Shopping,Gift shopping,Net Banking
2024-10-23,4678.39,Education,Tuition fee,UPI
2024-11-02,4897.23,Transport,Train ticket,Net Banking
2024-07-18,2541.89,Transport,Uber ride,UPI
2024-10-09,2297.84,Food,Groceries from Walmart,Net Banking
2025-02-20,1709.9,Transport,Bus fare,Net Banking
2024-05-30,2635.04,Utilities,Water bill,Net Banking
2024-12-15,630.55,Transport,Bus fare,UPI
2024-10-02,2608.48,Shopping,Amazon order,Debit Card
2025-01-05,648.28,Food,Coffee at Starbucks,UPI
2025-03-25,1821.5,Health,Pharmacy purchase,Net Banking
2024-09-10,3684.09,Health,Medical test,Net Banking
2024-12-18,2929.13,Travel,Cab from airport,Cash
2025-02-18,1646.93,Travel,Cab from airport,UPI
2024-12-15,191.33,Education,Online course,Credit Card
2025-02-05,2132.81,Travel,Travel insurance,UPI
2024-08-16,3559.17,Health,Gym membership,Credit Card
2025-03-05,4892.41,Shopping,Bought shoes,Credit Card
2024-10-14,166.08,Travel,Cab from airport,Debit Card
2025-03-09,2914.27,Shopping,Bought shoes,Cash
2024-07-03,1644.19,Food,Lunch at Subway,Net Banking
2024-10-21,3297.13,Utilities,Mobile bill,UPI
2025-05-04,3464.34,Education,Learning app subscription,Net Banking
2025-04-10,4883.55,Food,Coffee at Starbucks,Cash
2025-01-16,3353.48,Entertainment,Concert ticket,Cash
2025-03-26,1706.57,Travel,Train reservation,Credit Card
2025-04-10,491.53,Transport,Gas refill,Debit Card
2024-06-19,2117.58,Transport,Train ticket,Cash
2024-07-24,338.19,Food,Lunch at Subway,Credit Card
2024-10-18,4370.21,Utilities,Mobile bill,Credit Card
2024-06-16,2517.57,Education,Book purchase,UPI
2024-10-29,3953.8,Travel,Flight booking,Debit Card
2024-11-25,1186.16,Shopping,Mobile accessories,UPI
2025-05-11,1754.68,Utilities,Mobile bill,Debit Card
2024-09-20,4583.62,Utilities,Water bill,UPI
2024-09-25,248.67,Health,Medical test,Credit Card
2025-02-07,3354.77,Travel,Hotel stay,UPI
2024-11-22,4487.38,Shopping,Mobile accessories,Net Banking
2025-01-17,2991.43,Others,Pet food,Cash
2024-06-02,376.14,Shopping,Amazon order,UPI
2024-06-25,3002.03,Shopping,Bought shoes,Credit Card
2024-07-11,3980.96,Health,Health insurance,Debit Card
2024-10-21,2299.06,Education,Tuition fee,Credit Card
2025-01-06,1466.66,Travel,Train reservation,UPI
2025-02-15,545.51,Entertainment,Spotify subscription,Net Banking
2025-03-30,94.04,Utilities,Mobile bill,Debit Card
2024-06-06,3006.52,Entertainment,Concert ticket,UPI
2024-10-07,3990.24,Entertainment,Spotify subscription,Net Banking
2024-12-22,1426.81,Education,Tuition fee,Debit Card
2024-08-29,1559.9,Education,Exam registration,Cash
2024-10-13,2800.71,Health,Doctor visit,Net Banking
2024-09-17,2130.91,Entertainment,Game purchase,Credit Card
2025-04-12,1056.1,Travel,Cab from airport,Net Banking
2024-07-19,1186.88,Others,Charity donation,Net Banking
2024-12-25,1109.06,Health,Pharmacy purchase,Credit Card
2025-02-05,4861.68,Others,Random expense,UPI
2024-05-30,4199.7,Shopping,Amazon order,Credit Card
2025-05-02,2375.75,Utilities,Electricity bill,Credit Card
2025-03-23,2603.98,Travel,Train reservation,UPI
2025-05-04,1261.23,Travel,Travel insurance,Net Banking
2024-10-13,2566.7,Food,Dinner at KFC,Credit Card
2025-01-03,2524.99,Education,Tuition fee,Debit Card
2024-11-10,3312.15,Utilities,Gas bill,Net Banking
2024-09-03,410.47,Others,Stationery,UPI
2024-08-18,3877.0,Transport,Uber ride,Cash
2024-05-17,4236.59,Health,Gym membership,UPI
2024-08-22,1138.9,Shopping,New clothes,Credit Card
2025-03-15,4549.15,Food,Dinner at KFC,Cash
2024-06-06,2066.44,Education,Tuition fee,Cash
2024-08-12,4238.65,Food,Lunch at Subway,Credit Card
2025-01-31,2423.91,Education,Learning app subscription,Net Banking
2025-01-25,3231.81,Others,Laundry,Net Banking
2025-01-26,2627.15,Education,Online course,Cash
2024-08-06,607.33,Others,Random expense,Net Banking
2024-06-16,2805.04,Transport,Car maintenance,Debit Card
2025-01-26,4211.72,Shopping,Bought shoes,Debit Card
2024-09-05,1687.18,Travel,Cab from airport,UPI
2025-03-03,4586.3,Shopping,Amazon order,Net Banking
2024-07-25,1561.02,Entertainment,Concert ticket,Debit Card
2024-06-22,4931.44,Health,Gym membership,Net Banking
2024-06-16,838.93,Utilities,Gas bill,Cash
2025-05-01,1931.94,Shopping,Gift shopping,Debit Card
2024-08-02,3549.13,Transport,Gas refill,Credit Card
2024-09-29,2789.35,Others,Pet food,Net Banking
2024-05-27,4292.9,Transport,Car maintenance,Cash
2024-05-23,1722.59,Health,Gym membership,Debit Card
2024-05-18,4922.16,Entertainment,Movie ticket,Debit Card
2024-10-14,1662.72,Education,Tuition fee,UPI
2024-08-14,1051.72,Health,Health insurance,Cash
2024-12-09,3412.78,Health,Doctor visit,UPI
2025-03-16,1513.53,Food,Lunch at Subway,Debit Card
2025-04-15,3750.41,Transport,Car maintenance,Net Banking
2024-09-14,3580.09,Others,Stationery,Credit Card
2024-12-11,4143.98,Transport,Uber ride,Debit Card
2024-08-17,4341.4,Shopping,Mobile accessories,Cash
2024-08-27,2577.74,Utilities,Water bill,Cash
2025-04-20,1806.22,Others,Stationery,Cash
2024-11-07,4526.5,Utilities,Water bill,Net Banking
2025-04-02,1546.43,Travel,Cab from airport,Cash
2024-06-14,2337.55,Travel,Cab from airport,Cash
2025-04-17,4437.61,Education,Learning app subscription,Credit Card
2024-08-10,78.81,Food,Lunch at Subway,Net Banking
2024-11-01,4449.85,Transport,Uber ride,Cash
2025-02-15,470.77,Utilities,Internet recharge,Cash
2024-06-22,3413.95,Travel,Cab from airport,Net Banking
2025-04-03,1684.3,Health,Pharmacy purchase,Debit Card
2024-05-31,3393.48,Others,Pet food,UPI
2024-06-04,136.11,Health,Doctor visit,Debit Card
2024-08-19,4595.01,Travel,Hotel stay,UPI
2025-03-06,726.72,Travel,Cab from airport,Credit Card
2025-02-27,528.47,Education,Book purchase,UPI
2024-11-06,1025.74,Travel,Cab from airport,Debit Card
2025-03-17,1702.26,Transport,Bus fare,UPI
2024-10-09,128.91,Entertainment,Netflix subscription,UPI
2025-01-18,1809.62,Utilities,Internet recharge,Debit Card
2024-08-21,3302.5,Travel,Hotel stay,Net Banking
2024-06-08,1464.19,Travel,Hotel stay,Debit Card
2024-05-31,3660.69,Travel,Cab from airport,Net Banking
2025-03-01,2698.51,Transport,Car maintenance,Net Banking
2025-01-23,1966.85,Transport,Gas refill,Cash
2024-11-21,1072.92,Transport,Train ticket,Cash
2025-04-11,3507.39,Utilities,Internet recharge,Cash
2024-07-17,3062.9,Education,Tuition fee,Net Banking
2025-04-02,2139.13,Transport,Gas refill,Net Banking
2025-01-05,3206.86,Shopping,Bought shoes,UPI
2025-04-04,2086.51,Health,Medical test,Credit Card
2024-09-13,3505.78,Transport,Gas refill,Cash
2024-06-19,4116.07,Utilities,Internet recharge,Debit Card
2025-03-23,4328.61,Food,Snacks from 7-Eleven,Cash
2024-08-09,4576.52,Shopping,Mobile accessories,Net Banking
2024-09-04,1173.19,Others,Charity donation,Debit Card
2024-09-22,1858.08,Transport,Uber ride,Net Banking
2025-02-07,986.96,Shopping,Mobile accessories,Net Banking
2024-08-27,1395.84,Health,Gym membership,Cash
2024-09-04,3835.57,Utilities,Internet recharge,Credit Card
2025-02-28,1001.19,Shopping,Bought shoes,Cash
